,,,,,,,,,,,,,,,,,,,,,,,,,,
[CenturionBay] 제품 TestCase ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,사용 중이 아닌 옵션인 경우,,,자동화,"카테고리 삭제 확인 Alert 노출됨
- 팝업 타이틀 : '등록된 구분명'을 삭제하시겠습니까?
- 팝업 문구 : 해당 {카테고리-구분}는 영구 삭제되며, 복구할 수 없습니다.
- 버튼 구성 : [취소] / [삭제]",,,,,,,,,,,,,,,,,,
,,,,,[취소] 버튼 선택,,P2,카테고리 삭제 확인 Alert 닫히며 카테고리 관리 화면 유지됨 ,,,,,,,,,,,,,,,,,,
,,,,,[삭제] 버튼 선택,,자동화,"카테고리 삭제 확인 Alert 닫히며 토스트팝업 노출됨 
 - 팝업 문구 : ✓ {카테고리-구분} 삭제가 완료되었습니다. ",,,,,,,,,,,,,,,,,,
,,,,,,,자동화,구분 영역과 구분 선택 드롭다운에서 삭제됨,,,,,,,,,,,,,,,,,,
,,종류 탭 선택,필수 입력값,,,,P3,"종류명, 종류명(영문) 필수입력값 표시 노출됨 ",,,,,,,,,,,,,,,,,,
,,,[+ 종류 추가] 버튼 선택,,,,자동화,"종류명, 종류명(영문) 입력 필드 추가됨",,,,,,,,,,,,,,,,,,
,,,종류명* 입력란,,,,P3,"종류명 필수 입력값으로 노출됨
 - 입력값에 제약 없으며 1자 ~ 100자 글자수 허용",,,,,,,,,,,,,,,,,,
,,,종류명(영문)* 입력란,,,,P3,"종류명(영문) 필수 입력값으로 노출됨
 - 영문, 숫자, 특수문자 입력 가능하며 1자 ~ 100자 글자수 허용",,,,,,,,,,,,,,,,,,
,,,[X] 버튼 선택,사용 중인 옵션인 경우,,,자동화,"토스트팝업 노출됨
 - 팝업 문구 : ! 해당 {종류} 사용 중입니다.",,,,,,,,,,,,,,,,,,
,,,,사용 중이 아닌 옵션인 경우,,,자동화,"카테고리 삭제 확인 Alert 노출됨
- 팝업 타이틀 : '등록된 종류명'을 삭제하시겠습니까?
- 팝업 문구 : 해당 {카테고리-종류}는영구 삭제되며, 복구할 수 없습니다.
- 버튼 구성 : [취소] / [삭제]",,,,,,,,,,,,,,,,,,
,,,,,[취소] 버튼 선택,,P2,카테고리 삭제 확인 Alert 닫히며 카테고리 관리 화면 유지됨 ,,,,,,,,,,,,,,,,,,
,,,,,[삭제] 버튼 선택,,자동화,"카테고리 삭제 확인 Alert 닫히며 토스트팝업 노출됨 
 - 팝업 문구 : ✓ {카테고리-종류} 삭제가 완료되었습니다. ",,,,,,,,,,,,,,,,,,
,,,,,,,자동화,종류 영역과 종류 선택 드롭다운에서 삭제됨,,,,,,,,,,,,,,,,,,
,,제조사 탭 선택,필수 입력값,,,,P3,제조사명 필수 입력값 표시 노출됨 ,,,,,,,,,,,,,,,,,,
,,,[+ 제조사 추가] 버튼 선택,,,,자동화,"제조사명, 제조사명(영문) 입력 필드 추가됨",,,,,,,,,,,,,,,,,,
,,,제조사명* 입력란,,,,P3,"제조사명 필수 입력값으로 노출됨
 - 입력값에 제약 없으며 1자 ~ 100자 글자수 허용",,,,,,,,,,,,,,,,,,
,,,제조사명(영문) 입력란,,,,P3,"제조사명(영문) 선택 입력값으로 노출됨
 - 영문, 숫자, 특수문자 입력 가능하며 1자 ~ 100자 글자수 허용",,,,,,,,,,,,,,,,,,
,,,[X] 버튼 선택,사용 중인 옵션인 경우,,,자동화,"토스트팝업 노출됨
 - 팝업 문구 : ! 해당 제조사는 사용 중입니다.",,,,,,,,,,,,,,,,,,
,,,,사용 중이 아닌 옵션인 경우,,,자동화,"카테고리 삭제 확인 Alert 노출됨
- 팝업 타이틀 : '등록된 제조사명'을 삭제하시겠습니까?
- 팝업 문구 : 해당 {카테고리-종류}는 영구 삭제되며, 복구할 수 없습니다.
- 버튼 구성 : [취소] / [삭제]",,,,,,,,,,,,,,,,,,
,,,,,[취소] 버튼 선택,,P2,카테고리 삭제 확인 Alert 닫히며 카테고리 관리 화면 유지됨 ,,,,,,,,,,,,,,,,,,
,,,,,[삭제] 버튼 선택,,자동화,"카테고리 삭제 확인 Alert 닫히며 토스트팝업 노출됨 
 - 팝업 문구 : ✓ {카테고리-제조사} 삭제가 완료되었습니다. ",,,,,,,,,,,,,,,,,,
,,,,,,,자동화,제조사 영역과 제조사 선택 드롭다운에서 삭제됨,,,,,,,,,,,,,,,,,,
,,"카테고리 탭 이탈 
(화면 내 탭 이동, 타 페이지 이동)",Default 입력값에서 추가/수정사항이 저장되지 않은 경우,,,,P2,"변경 사항 저장 확인 Alert 노출됨
- 팝업 타이틀 : 변경 사항을 저장하지 않으시겠습니까?
- 팝업 문구 : 이동 시, 수정한 내용이 저장되지 않습니다.
- 버튼 구성 : [취소] / [확인]",,,,,,,,,,,,,,,,,,
,,,,[취소] 버튼 선택,,,P2,변경 사항 저장 확인 Alert 닫히며 카테고리 관리 화면 유지됨 ,,,,,,,,,,,,,,,,,,
,,,,[확인] 버튼 선택,,,P1,추가/수정사항이 저장되지 않고 변경 사항 저장 확인 Alert 닫히며 화면 이동됨 ,,,,,,,,,,,,,,,,,,
,,[저장] 버튼 선택,카테고리 항목 삭제만 한 경우,,,,P3,[저장] 버튼 비활성화 상태로 노출됨 ,,,,,,,,,,,,,,,,,,
,,,미입력란이 있는 경우,,,,P3,[저장] 버튼 비활성화 상태로 노출됨 ,,,,,,,,,,,,,,,,,,
,,,Default 입력값에서 추가/수정이 없는 경우,,,,P3,[저장] 버튼 비활성화 상태로 노출됨 ,,,,,,,,,,,,,,,,,,
,,,Default 입력값에서 추가/수정이 있는 경우,,,,P3,[저장] 버튼 활성화 상태로 노출됨 ,,,,,,,,,,,,,,,,,,
,,,,,,,자동화,"토스트팝업 노출됨 
 - 팝업 문구 : ✓ '카테고리' 저장이 완료되었습니다.
 - 카테고리 : 구분, 종류, 제조사",,,,,,,,,,,,,,,,,,
,,,,,,,자동화,카테고리 별 탭과 화면별 검색 [선택] 드롭다운에 반영됨,,,,,,,,,,,,,,,,,,
,,,,사용 중인 옵션을 수정한 경우,,,자동화,"카테고리 수정 확인 Alert 노출됨
- 팝업 타이틀 : 사용 중인 {카테고리}을 수정하시겠습니까?
- 팝업 문구 : 변경 시, 해당 {카테고리}의 모든 항목에 적용됩니다.
- 버튼 구성 : [취소] / [확인]",,,,,,,,,,,,,,,,,,
,,,,,[취소] 버튼 선택,,P2,카테고리 수정 확인 Alert 닫히며 카테고리 관리 화면 유지됨 ,,,,,,,,,,,,,,,,,,
